id_processo;numero_sigilo;sigla_grau;procedimento;ramo_justica;sigla_tribunal;id_tribunal;recurso;id_ultimo_oj;dt_recebimento;id_ultima_classe;julgadom1
325829657;0700620-95.2020.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2020-03-02;283;1
325830135;0702475-07.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-06-10;283;1
325867762;0712870-50.2022.8.07.0016;TR;Conhecimento não criminal;Justiça ;TJDFT;71;0;84570;2022-08-24;460;1
325870777;0001622-15.2018.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2019-02-18;283;1
325871295;0015023-11.2014.8.07.0006;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;16283;2015-02-20;10943;1
325876083;0701008-43.2021.8.07.0008;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6943;2021-03-01;7;1
325877420;sigiloso(325877420);G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;7046;2020-12-18;69;1
325895736;0725380-77.2021.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2021-07-21;283;1
325904657;0725279-34.2021.8.07.0003;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6582;2023-05-22;283;1
325907059;0721561-98.2022.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2022-06-14;283;1
325912422;0703797-39.2022.8.07.0021;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;81522;2023-08-23;283;1
325918264;0701676-35.2021.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2022-10-28;283;1
325922606;0711285-56.2023.8.07.0006;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;16283;2023-08-28;283;1
325928275;0000391-84.2017.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2019-01-18;282;1
325930629;0706530-53.2023.8.07.0017;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;16282;2023-09-19;10943;1
325931221;0705247-22.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-09-14;1268;1
325934982;sigiloso(325934982);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;89215;2023-06-05;14734;1
325938900;0706622-31.2023.8.07.0017;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;16282;2023-09-14;10943;1
325939365;0732938-32.2023.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6617;2023-09-19;283;1
325940925;0000135-14.1998.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6643;1998-07-10;282;1
325943076;sigiloso(325943076);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-09-04;283;1
325943526;0734071-17.2020.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2020-10-16;283;1
325948196;0709700-28.2021.8.07.0009;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6792;2020-02-04;283;1
325951530;0706466-43.2023.8.07.0017;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;16282;2023-09-14;10943;1
325953461;0704668-44.2023.8.07.0018;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6739;2023-04-29;7;1
325954397;0704288-69.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-09-28;10943;1
325956282;0001105-39.2020.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2020-10-27;282;1
325970416;0700703-90.2020.8.07.0009;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;7027;2020-01-20;283;1
325981305;0709145-79.2019.8.07.0009;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6998;2019-09-03;10943;1
325985791;0716403-68.2023.8.07.0020;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;80283;2023-08-24;94;1
325987733;0702781-81.2020.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6784;2021-07-06;300;1
325991077;sigiloso(325991077);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;16282;2021-02-03;283;1
325991578;0718898-50.2020.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2020-06-23;283;1
325998438;0705644-53.2020.8.07.0019;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;81624;2020-08-31;10943;1
326014769;0719334-72.2021.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2023-07-18;283;1
326014894;0703455-51.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-12-15;283;1
326015264;sigiloso(326015264);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2019-03-20;283;1
326015592;0704245-23.2019.8.07.0019;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;81624;2019-09-20;10943;1
326019469;0006182-73.2013.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2017-11-16;283;1
326020731;0001787-40.2020.8.07.0019;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;81624;2023-07-21;10943;1
326021102;0730280-35.2023.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6780;2023-08-16;283;1
326022236;0705188-33.2020.8.07.0010;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;13744;2022-06-13;283;1
326024067;sigiloso(326024067);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;42948;2023-12-12;283;1
326026419;0050463-18.2016.8.07.0000;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2016-11-10;283;1
326026623;0739666-31.2019.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2019-12-19;10943;1
326028634;0731840-12.2023.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2024-10-10;283;1
326034005;0730642-76.2019.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2019-10-08;283;1
326035435;0701637-98.2022.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-11-08;283;1
326047186;0708983-63.2023.8.07.0003;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6582;2023-11-17;283;1
326047469;0036444-54.2014.8.07.0007;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;7040;2015-05-13;283;1
326049851;sigiloso(326049851);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2018-10-29;283;1
326050978;0717895-83.2022.8.07.0003;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;16280;2023-09-25;10943;1
326051450;0700881-89.2022.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2022-03-08;283;1
326051868;0700875-82.2022.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2022-03-08;10943;1
326057157;0705632-67.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-09-24;1268;1
326058148;0705178-87.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-09-12;1268;1
326058921;0723129-12.2023.8.07.0003;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6605;2023-07-26;31;1
326059897;0719879-56.2023.8.07.0007;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;7042;2024-11-28;283;1
326063424;0741146-05.2023.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6625;2023-10-03;283;1
326065043;0705882-03.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-09-29;1268;1
326066464;sigiloso(326066464);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6595;2023-10-03;283;1
326066733;0722176-54.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;81390;2023-05-26;37;1
326068169;0004042-32.2019.8.07.0010;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;7029;2021-11-11;283;1
326068320;0749441-65.2022.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2023-01-12;283;1
326068643;0739929-29.2020.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6617;2022-06-15;283;1
326069102;0706436-18.2021.8.07.0004;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6792;2024-09-25;279;1
326069261;0703437-64.2022.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2022-10-26;283;1
326239434;0706027-59.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-10-04;1268;1
326240063;0704576-17.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-09-26;283;1
326241365;0728673-15.2022.8.07.0003;JE;Conhecimento criminal;Justiça ;TJDFT;71;0;6599;2022-10-06;10944;1
326242849;0711641-57.2023.8.07.0004;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6935;2023-09-15;58;1
326246963;0737825-30.2021.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2024-04-30;283;1
326247725;0707505-90.2023.8.07.0012;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;12144;2023-10-19;10943;1
326253001;0753522-75.2023.8.07.0016;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2023-09-20;283;1
326253743;0709063-91.2023.8.07.0014;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;43065;2023-09-29;283;1
326255041;0704729-23.2023.8.07.0011;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;13333;2023-09-19;30;1
326258719;0709390-48.2023.8.07.0010;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;13744;2023-10-19;283;1
326261627;0714276-54.2022.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2023-10-03;283;1
326263157;0722650-19.2023.8.07.0003;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;43179;2023-07-21;7;1
326264749;0706076-03.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-10-07;1268;1
326265284;0704218-34.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-07-25;1268;1
326265353;0712674-62.2021.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2024-11-25;283;1
326272522;0718830-95.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6551;2023-05-04;7;1
326273188;0745770-68.2021.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2023-07-25;283;1
326277181;0708840-53.2023.8.07.0010;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;13744;2023-09-26;283;1
326277950;0701855-34.2019.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2019-07-09;283;1
326278601;0700227-62.2019.8.07.0017;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;43069;2019-01-24;39;1
326283957;0701008-90.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-03-27;282;1
326286496;0712071-73.2023.8.07.0015;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6755;2023-05-17;108;1
326288771;0704506-97.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-10-18;283;1
326289027;0704687-98.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-10-02;283;1
326289213;0701056-49.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-03-29;283;1
326291404;0002157-75.2017.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2018-10-29;283;1
326294101;0708801-29.2023.8.07.0019;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;81624;2023-10-20;283;1
326313627;0713566-96.2020.8.07.0003;G2;Conhecimento criminal;Justiça ;TJDFT;71;2;43078;2025-03-21;426;1
326326883;0731630-86.2022.8.07.0003;G2;Conhecimento criminal;Justiça ;TJDFT;71;2;72785;2025-05-07;426;1
326332758;0700778-97.2023.8.07.0018;G2;Conhecimento não criminal;Justiça ;TJDFT;71;1;43085;2023-06-12;1728;1
326343621;0721755-46.2023.8.07.0007;JE;Conhecimento criminal;Justiça ;TJDFT;71;0;7064;2023-10-16;10944;1
326349752;0707699-90.2023.8.07.0012;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;12144;2023-10-30;10943;1
326351593;0700561-45.2023.8.07.0021;G2;Conhecimento criminal;Justiça ;TJDFT;71;2;43099;2025-04-30;426;1
326353506;0711086-40.2023.8.07.0004;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6789;2023-09-01;7;1
326355281;0708670-45.2022.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2022-03-15;283;1
326356796;0755128-75.2022.8.07.0016;TR;Conhecimento não criminal;Justiça ;TJDFT;71;0;84572;2023-06-20;460;1
326359729;0706819-13.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-11-12;1268;1
326362513;0742592-43.2023.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2023-10-25;283;1
326370516;0709113-05.2023.8.07.0019;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;81624;2023-10-27;283;1
326380647;0720607-58.2023.8.07.0020;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2023-10-17;283;1
326388343;0714092-49.2023.8.07.0006;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;7092;2023-11-21;283;1
326389679;0000031-86.2016.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2021-07-05;283;1
326393616;0707732-80.2023.8.07.0012;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2024-04-08;283;1
326397151;0705658-65.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-09-26;1268;1
326405726;0711189-50.2023.8.07.0003;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6585;2023-11-14;283;1
326410340;0709003-48.2023.8.07.0005;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2023-07-03;10943;1
326414428;0711072-65.2023.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2023-08-09;283;1
326422581;0000498-51.2019.8.07.0005;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;43189;2019-03-22;10943;1
326433395;0717436-69.2022.8.07.0007;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;7038;2021-02-12;283;1
326435592;0703233-83.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-08-08;10943;1
326440452;0718869-32.2022.8.07.0000;G2;Conhecimento não criminal;Justiça ;TJDFT;71;1;85572;2022-06-09;202;1
326444905;sigiloso(326444905);G2;Conhecimento não criminal;Justiça ;TJDFT;71;1;43081;2023-11-15;202;1
326467286;0703527-38.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2024-01-30;283;1
326474815;0706753-03.2023.8.07.0018;G2;Conhecimento não criminal;Justiça ;TJDFT;71;1;43081;2023-09-19;198;1
326475939;0721255-14.2022.8.07.0007;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;7101;2022-11-01;7;1
326475994;0723039-44.2022.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6644;2024-04-19;283;1
326478580;0723313-14.2023.8.07.0020;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;86612;2023-11-21;10943;1
326486596;0713638-72.2023.8.07.0005;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;43189;2024-01-29;283;1
326486951;0715633-23.2023.8.07.0005;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;43189;2023-11-10;283;1
326488682;0744722-06.2023.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2023-11-10;283;1
326489682;0723764-27.2022.8.07.0003;JE;Conhecimento criminal;Justiça ;TJDFT;71;0;6599;2022-08-23;10944;1
326496068;0748205-44.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6597;2023-11-23;7;1
326502020;0737993-64.2023.8.07.0000;G2;Conhecimento não criminal;Justiça ;TJDFT;71;1;43081;2023-09-08;202;1
326503663;0711020-94.2022.8.07.0004;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6792;2022-09-13;283;1
326504801;0001362-35.2018.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2018-10-15;283;1
326506288;0700591-94.2020.8.07.0018;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;13596;2020-01-28;1707;1
326510662;0726082-52.2023.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2024-01-22;283;1
326516947;0749173-77.2023.8.07.0000;G2;Conhecimento não criminal;Justiça ;TJDFT;71;1;43081;2023-11-17;202;1
326520657;sigiloso(326520657);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;42948;2024-05-13;283;1
326520868;0721505-25.2023.8.07.0003;JE;Conhecimento criminal;Justiça ;TJDFT;71;0;6599;2023-07-11;10944;1
326521717;sigiloso(326521717);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6595;2023-11-23;283;1
326522668;0727730-67.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6590;2023-07-03;7;1
326522963;0702545-67.2023.8.07.0020;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;80284;2023-02-13;7;1
326530089;0733636-09.2021.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6563;2021-09-24;7;1
326530116;sigiloso(326530116);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;16280;2024-02-19;283;1
326530627;0734562-19.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6551;2023-08-18;7;1
326535598;0734130-34.2022.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2024-06-05;283;1
326540431;sigiloso(326540431);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;12144;2023-12-01;283;1
326543324;0708339-46.2021.8.07.0018;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6771;2021-10-28;7;1
326544944;0707137-93.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-11-26;1268;1
326545764;0726387-30.2023.8.07.0003;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;16280;2023-12-06;283;1
326548375;0705965-50.2022.8.07.0009;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;7002;2022-04-22;30;1
326548386;0707341-40.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-12-01;1268;1
326549724;0747913-93.2022.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6566;2022-12-15;7;1
326550981;0730181-59.2023.8.07.0003;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;16279;2023-09-27;30;1
326551222;0704165-71.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2024-02-06;283;1
326552962;0700454-55.2023.8.07.0003;JE;Conhecimento criminal;Justiça ;TJDFT;71;0;6599;2023-01-06;10944;1
326554530;0731687-41.2021.8.07.0003;JE;Conhecimento criminal;Justiça ;TJDFT;71;0;6599;2021-12-02;10944;1
326554963;0701721-51.2022.8.07.0018;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;81325;2022-02-21;7;1
326558050;sigiloso(326558050);G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;80291;2023-09-03;14671;1
326562068;0709607-02.2020.8.07.0009;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;7010;2018-10-29;283;1
326563376;0704489-61.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-11-17;283;1
326564066;0756739-97.2021.8.07.0016;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;83313;2021-10-26;1118;1
326565773;sigiloso(326565773);G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6982;2023-12-11;69;1
326567857;0725981-15.2023.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2023-12-04;283;1
326574347;0703952-68.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;14147;2023-01-24;7;1
326576527;0700993-10.2022.8.07.0018;G2;Conhecimento não criminal;Justiça ;TJDFT;71;1;43081;2022-06-08;1728;1
326577138;0002057-23.2017.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2017-06-20;282;1
326586427;0718533-31.2023.8.07.0020;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;84221;2024-03-25;10943;1
326587916;0716389-84.2023.8.07.0020;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;80284;2023-08-23;7;1
326588148;0733880-64.2023.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6623;2024-03-26;283;1
326597367;0735309-55.2022.8.07.0016;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6609;2022-06-27;58;1
326606013;0723702-95.2019.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6579;2019-08-14;40;1
326609164;0713462-02.2023.8.07.0003;JE;Conhecimento criminal;Justiça ;TJDFT;71;0;6599;2023-05-04;10944;1
326616081;0719343-06.2023.8.07.0020;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;86612;2023-09-28;10943;1
326616701;0001775-82.2017.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2017-09-29;283;1
326617493;0731777-42.2023.8.07.0015;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6764;2023-12-06;100;1
326620771;0713257-64.2023.8.07.0005;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;42947;2023-09-21;10943;1
326624970;0706663-16.2023.8.07.0011;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;13334;2024-01-26;283;1
326627596;0032184-31.2014.8.07.0007;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;7083;2014-10-07;39;1
326627615;0748571-83.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;14146;2023-11-27;7;1
326632593;sigiloso(326632593);G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;7074;2023-12-06;69;1
326636664;0715223-17.2023.8.07.0020;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;80284;2023-08-08;7;1
326641752;sigiloso(326641752);G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;85204;2023-10-05;15191;1
326645726;0743986-85.2023.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6634;2024-12-19;283;1
326646688;0742248-62.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6597;2023-10-11;7;1
326648709;sigiloso(326648709);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6617;2006-02-03;310;1
326648929;0707602-05.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-12-15;1268;1
326649785;sigiloso(326649785);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;17241;2023-12-06;10943;1
326651042;0721765-05.2023.8.07.0003;JE;Conhecimento criminal;Justiça ;TJDFT;71;0;6599;2023-07-13;278;1
326651604;0708635-97.2023.8.07.0018;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6771;2023-07-29;7;1
326652497;0707773-29.2023.8.07.0018;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;81325;2023-07-06;7;1
326656656;0708783-63.2022.8.07.0012;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;12144;2024-03-25;10943;1
326662351;0741582-66.2020.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6780;2020-12-16;300;1
326662357;0712614-32.2021.8.07.0020;G2;Conhecimento criminal;Justiça ;TJDFT;71;2;43095;2025-04-11;417;1
326666390;0747158-38.2023.8.07.0000;G2;Conhecimento não criminal;Justiça ;TJDFT;71;1;74747;2023-11-01;202;1
326666639;0735749-65.2023.8.07.0000;G2;Conhecimento não criminal;Justiça ;TJDFT;71;1;74628;2023-08-28;202;1
326670935;0701643-23.2023.8.07.0018;G2;Conhecimento não criminal;Justiça ;TJDFT;71;1;43081;2023-09-25;198;1
326671000;0700457-10.2023.8.07.0003;JE;Conhecimento criminal;Justiça ;TJDFT;71;0;6599;2023-01-06;10944;1
326677343;sigiloso(326677343);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2012-01-05;283;1
326678530;0719621-29.2021.8.07.0003;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6570;2021-07-20;7;1
326680476;0737767-56.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6558;2023-09-11;7;1
326683201;0708022-09.2020.8.07.0010;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;13744;2019-11-29;283;1
326684003;0746997-25.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6590;2023-11-14;40;1
326688472;0733667-58.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6560;2023-08-14;7;1
326690464;0721549-90.2023.8.07.0020;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;80285;2023-10-26;93;1
326691039;0704413-77.2023.8.07.0021;JE;Conhecimento criminal;Justiça ;TJDFT;71;0;81524;2023-11-16;10944;1
326697789;0739857-37.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6560;2023-09-25;7;1
326701893;0710808-30.2023.8.07.0007;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;7101;2023-06-02;7;1
326701994;0719952-86.2023.8.07.0020;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;80292;2023-10-06;58;1
326704343;0748777-97.2023.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6782;2024-02-21;283;1
326705013;0746312-18.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6551;2023-11-09;7;1
326708467;0706422-33.2023.8.07.0014;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;43068;2023-07-21;45;1
326712260;0702256-91.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-05-23;282;1
326717550;sigiloso(326717550);G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;85204;2023-02-03;1420;1
326721705;0719333-13.2023.8.07.0003;JE;Conhecimento criminal;Justiça ;TJDFT;71;0;6599;2023-06-21;10944;1
326722979;0717212-03.2023.8.07.0006;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;7049;2023-12-15;7;1
326723567;0706143-65.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-10-11;1268;1
326726888;0722575-83.2023.8.07.0001;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6584;2023-05-29;49;1
557431186;0702067-82.2024.8.07.0001;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6637;2024-02-15;283;1
557431359;sigiloso(557431359);G1;Conhecimento criminal;Justiça ;TJDFT;71;0;12139;2024-01-08;283;1
557431558;0707737-17.2023.8.07.0008;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;52922;2023-12-27;1268;1
557432598;0776151-43.2023.8.07.0016;G1;Conhecimento não criminal;Justiça ;TJDFT;71;0;6624;2023-12-28;1294;1
557432773;0706194-94.2023.8.07.0002;G1;Conhecimento criminal;Justiça ;TJDFT;71;0;6729;2023-12-27;283;1
